game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
824010,2026-07-05,Boston Red Sox @ Los Angeles Angels,away,Ranger Suarez,Los Angeles Angels,9,0.283,0.307,0.318,0.273,-0.045,0.235,0.231,0.245,0.222,-0.023,0.338,0.401,0.401,0.338,-0.063,31.5,39.904,39.503,31.82,-7.683,86.4,88.749,88.994,86.155,-2.839,14.0,16.558,13.966,16.592,2.626,25.5,25.622,22.101,29.563,7.462,7.2,6.614,9.016,5.282,-3.734
824010,2026-07-05,Boston Red Sox @ Los Angeles Angels,home,Ryan Johnson,Boston Red Sox,9,0.321,0.312,0.318,0.315,-0.003,0.251,0.244,0.245,0.25,0.005,0.416,0.392,0.401,0.407,0.006,39.8,37.655,39.503,37.938,-1.565,89.2,88.385,88.994,88.591,-0.403,18.7,13.433,13.966,18.167,4.201,16.2,21.299,22.101,15.612,-6.489,8.1,7.682,9.016,6.902,-2.114
824091,2026-07-05,Philadelphia Phillies @ Kansas City Royals,away,Aaron Nola,Kansas City Royals,9,0.327,0.322,0.318,0.331,0.013,0.253,0.25,0.245,0.258,0.013,0.439,0.421,0.401,0.461,0.06,40.0,44.275,39.503,44.832,5.329,88.5,90.529,88.994,90.035,1.041,14.2,16.076,13.966,16.31,2.344,23.1,21.506,22.101,22.478,0.377,7.7,7.833,9.016,6.69,-2.326
824091,2026-07-05,Philadelphia Phillies @ Kansas City Royals,home,Luinder Avila,Philadelphia Phillies,9,0.331,0.323,0.318,0.336,0.018,0.233,0.256,0.245,0.243,-0.002,0.38,0.418,0.401,0.396,-0.005,33.3,42.596,39.503,35.907,-3.596,87.5,89.679,88.994,88.185,-0.809,12.2,11.883,13.966,10.117,-3.849,20.9,21.867,22.101,20.679,-1.422,14.6,8.101,9.016,13.118,4.102
824172,2026-07-05,Tampa Bay Rays @ Houston Astros,away,Mason Englert,Houston Astros,9,0.349,0.337,0.318,0.37,0.052,0.28,0.25,0.245,0.286,0.041,0.506,0.447,0.401,0.564,0.163,38.3,40.59,39.503,39.354,-0.149,89.5,89.178,88.994,89.684,0.69,19.1,15.465,13.966,20.599,6.633,17.3,22.176,22.101,17.359,-4.742,5.5,9.775,9.016,5.963,-3.053
824172,2026-07-05,Tampa Bay Rays @ Houston Astros,home,Peter Lambert,Tampa Bay Rays,9,0.298,0.324,0.318,0.304,-0.014,0.211,0.256,0.245,0.22,-0.025,0.363,0.395,0.401,0.358,-0.043,39.3,36.637,39.503,36.449,-3.054,89.0,89.023,88.994,89.029,0.035,18.3,11.172,13.966,15.506,1.54,21.9,17.176,22.101,17.02,-5.081,10.0,10.092,9.016,11.193,2.177
824333,2026-07-05,San Francisco Giants @ Colorado Rockies,away,Tyler Mahle,Colorado Rockies,9,0.322,0.326,0.318,0.33,0.012,0.248,0.256,0.245,0.259,0.014,0.41,0.408,0.401,0.417,0.016,36.1,36.447,39.503,33.307,-6.196,89.5,87.912,88.994,88.418,-0.576,12.1,15.032,13.966,13.166,-0.8,22.3,19.93,22.101,20.109,-1.992,10.1,8.245,9.016,9.236,0.22
824333,2026-07-05,San Francisco Giants @ Colorado Rockies,home,Tanner Gordon,San Francisco Giants,9,0.333,0.321,0.318,0.336,0.018,0.262,0.267,0.245,0.286,0.041,0.473,0.425,0.401,0.501,0.1,45.1,38.286,39.503,43.711,4.208,91.6,89.013,88.994,91.619,2.625,19.3,15.751,13.966,21.085,7.119,21.4,18.006,22.101,17.435,-4.666,4.4,5.835,9.016,2.848,-6.168
824413,2026-07-05,Chicago White Sox @ Cleveland Guardians,away,Chris Murphy,Cleveland Guardians,9,0.281,0.301,0.318,0.266,-0.052,0.207,0.227,0.245,0.192,-0.053,0.303,0.364,0.401,0.275,-0.126,37.7,40.108,39.503,38.277,-1.226,86.9,89.292,88.994,87.198,-1.796,22.0,15.036,13.966,23.07,9.104,22.0,25.424,22.101,25.308,3.207,12.2,10.16,9.016,13.748,4.732
824413,2026-07-05,Chicago White Sox @ Cleveland Guardians,home,Tanner Bibee,Chicago White Sox,9,0.328,0.335,0.318,0.346,0.028,0.259,0.255,0.245,0.27,0.025,0.439,0.425,0.401,0.465,0.064,42.8,40.61,39.503,43.999,4.496,89.8,88.678,88.994,89.484,0.49,16.2,15.001,13.966,17.235,3.269,20.2,22.016,22.101,20.122,-1.979,7.1,9.147,9.016,7.203,-1.813
824497,2026-07-05,Baltimore Orioles @ Cincinnati Reds,away,Kyle Bradish,Cincinnati Reds,9,0.31,0.328,0.318,0.32,0.002,0.228,0.242,0.245,0.225,-0.02,0.375,0.42,0.401,0.393,-0.008,37.5,39.395,39.503,37.397,-2.106,88.4,90.052,88.994,89.458,0.464,9.3,16.479,13.966,11.813,-2.153,24.0,24.457,22.101,26.558,4.457,11.8,9.945,9.016,13.016,4.0
824497,2026-07-05,Baltimore Orioles @ Cincinnati Reds,home,Nick Lodolo,Baltimore Orioles,9,0.374,0.326,0.318,0.383,0.065,0.287,0.243,0.245,0.285,0.04,0.469,0.409,0.401,0.478,0.077,38.6,43.402,39.503,42.41,2.907,90.2,90.167,88.994,91.373,2.379,13.0,15.122,13.966,14.156,0.19,18.2,23.64,22.101,19.467,-2.634,9.5,10.808,9.016,11.388,2.372
824656,2026-07-05,St. Louis Cardinals @ Chicago Cubs,away,Matthew Liberatore,Chicago Cubs,9,0.359,0.327,0.318,0.369,0.051,0.282,0.243,0.245,0.28,0.035,0.482,0.399,0.401,0.48,0.079,42.9,39.485,39.503,42.88,3.377,91.1,88.517,88.994,90.623,1.629,15.2,16.006,13.966,17.24,3.274,21.5,20.35,22.101,19.797,-2.304,9.0,11.381,9.016,11.361,2.345
824656,2026-07-05,St. Louis Cardinals @ Chicago Cubs,home,Javier Assad,St. Louis Cardinals,9,0.339,0.344,0.318,0.367,0.049,0.274,0.267,0.245,0.299,0.054,0.454,0.435,0.401,0.492,0.091,50.0,42.016,39.503,53.181,13.678,90.5,89.757,88.994,91.263,2.269,13.8,11.763,13.966,11.597,-2.369,15.0,18.204,22.101,12.355,-9.746,6.3,8.98,9.016,6.275,-2.741
824902,2026-07-05,New York Mets @ Atlanta Braves,away,Nolan McLean,Atlanta Braves,9,0.29,0.33,0.318,0.301,-0.017,0.214,0.258,0.245,0.225,-0.02,0.332,0.434,0.401,0.359,-0.042,35.0,40.461,39.503,35.849,-3.654,87.1,89.593,88.994,87.699,-1.295,8.6,14.668,13.966,9.302,-4.664,28.5,19.372,22.101,24.981,2.88,9.1,7.636,9.016,7.707,-1.309
824902,2026-07-05,New York Mets @ Atlanta Braves,home,Martín Pérez,New York Mets,9,0.323,0.337,0.318,0.342,0.024,0.253,0.266,0.245,0.275,0.03,0.397,0.448,0.401,0.444,0.043,36.8,43.748,39.503,40.755,1.252,87.9,90.052,88.994,88.958,-0.036,8.2,12.387,13.966,6.621,-7.345,19.5,19.767,22.101,17.441,-4.66,9.6,7.832,9.016,8.339,-0.677
824980,2026-07-05,Miami Marlins @ Athletics,away,Eury Pérez,Athletics,9,0.334,0.325,0.318,0.341,0.023,0.22,0.245,0.245,0.22,-0.025,0.441,0.414,0.401,0.455,0.054,39.9,44.7,39.503,45.149,5.646,88.5,90.365,88.994,89.871,0.877,20.8,10.722,13.966,17.556,3.59,26.8,24.058,22.101,29.173,7.072,10.6,10.094,9.016,11.867,2.851
824980,2026-07-05,Miami Marlins @ Athletics,home,Gage Jump,Miami Marlins,9,0.294,0.32,0.318,0.296,-0.022,0.247,0.259,0.245,0.261,0.016,0.365,0.382,0.401,0.348,-0.053,36.1,36.067,39.503,32.96,-6.543,89.4,87.882,88.994,88.288,-0.706,16.7,11.828,13.966,14.562,0.596,25.0,15.663,22.101,17.718,-4.383,6.3,9.188,9.016,6.42,-2.596
825061,2026-07-05,Milwaukee Brewers @ Arizona Diamondbacks,away,Brandon Sproat,Arizona Diamondbacks,9,0.332,0.334,0.318,0.349,0.031,0.24,0.265,0.245,0.26,0.015,0.408,0.41,0.401,0.417,0.016,42.2,38.86,39.503,41.513,2.01,90.3,88.942,88.994,90.248,1.254,14.9,12.599,13.966,13.533,-0.433,25.3,15.251,22.101,17.458,-4.643,10.8,9.545,9.016,11.434,2.418
825061,2026-07-05,Milwaukee Brewers @ Arizona Diamondbacks,home,Eduardo Rodriguez,Milwaukee Brewers,9,0.34,0.329,0.318,0.352,0.034,0.264,0.247,0.245,0.266,0.021,0.449,0.411,0.401,0.46,0.059,37.4,41.076,39.503,38.889,-0.614,88.7,89.843,88.994,89.549,0.555,12.9,9.004,13.966,7.938,-6.028,17.1,22.157,22.101,17.143,-4.958,9.2,11.326,9.016,11.557,2.541
